Topic,Digital Restrictions for Minors
Query,"(""social media ban minors"" OR ""gaming restrictions minors"" OR ""screen time policy"" OR ""protect children online"") since:2026-06-14 until:2026-06-29 lang:en -is:retweet"
Save Path,C:/Users/Minghao Lin/PycharmProjects/SURF/result\Digital_Restrictions_for_Minors_2026-06-14_to_2026-06-29
Tweet ID,Topic,Tweet Date,Display Name,User Name,Tweet URL,Tweet Content,Favorite Count,Retweet Count,Reply Count,Relevant,Gold Label,Notes
2070278282407281132,Digital Restrictions for Minors,2026-06-26 06:49,The Korea Daily,@koreadaily_us,https://x.com/koreadaily_us/status/2070278282407281132,LAUSD Screen Time Policy Divides Parents Over Device Limits,0,0,0,1,3,
2070120459614486562,Digital Restrictions for Minors,2026-06-25 20:22,Lars 🇪🇺🇳🇱,@vanderberg88,https://x.com/vanderberg88/status/2070120459614486562,"Essay: In a world drowning in outrage, addiction, and algorithmic sludge, how do we actually protect children online without sliding into censorship or naive libertarianism?

 “The Clean Room Next to the Sewer,” 

offers practical takes on the subject. Instead of the usual",0,0,0,1,3,
2070090847912440083,Digital Restrictions for Minors,2026-06-25 18:24,Tips Excel,@gudanglifehack,https://x.com/gudanglifehack/status/2070090847912440083,"The official said it was normal for the White House to back such a measure, which builds on the Take It Down Act S. 146 (119) and other efforts to combat child sexual abuse material and protect children online.",0,0,1,1,1,
2070046082604614059,Digital Restrictions for Minors,2026-06-25 15:27,Safer Internet Day,@safeinternetday,https://x.com/safeinternetday/status/2070046082604614059,"How are European countries organising their policies to protect children online?

Drawing on the 2026 BIK Policy Monitor report, a new insight article on the BIK platform explores exactly that.

Key takeaways:
• All 29 participating countries now address children's digital lives",2,1,0,1,3,
2070024417007259751,Digital Restrictions for Minors,2026-06-25 14:00,BusinessMirror,@BusinessMirror,https://x.com/BusinessMirror/status/2070024417007259751,"CICC TEMPORARILY BLOCKS “GOREBOX” APP

The CICC has temporarily banned the gaming app GoreBox following the Tacloban City school shooting that left 3 students dead and 20 others injured, citing possible online influence while investigations continue.

The agency said the move is",1,0,0,0,,
2070021562602762373,Digital Restrictions for Minors,2026-06-25 13:49,M Compass Media,@MCompassMedia,https://x.com/MCompassMedia/status/2070021562602762373,"𝐆𝐨𝐯𝐞𝐫𝐧𝐦𝐞𝐧𝐭’𝐬 𝐃𝐢𝐠𝐢𝐭𝐚𝐥 𝐈𝐃 𝐒𝐭𝐫𝐚𝐭𝐞𝐠𝐲 𝐂𝐫𝐢𝐭𝐢𝐜𝐢𝐬𝐞𝐝 𝐚𝐬 ‘𝐆𝐢𝐟𝐭 𝐭𝐨 𝐒𝐜𝐚𝐦𝐦𝐞𝐫𝐬’ 𝐚𝐬 𝐀𝐮𝐬𝐭𝐫𝐚𝐥𝐢𝐚𝐧 𝐒𝐭𝐮𝐝𝐲 𝐐𝐮𝐞𝐬𝐭𝐢𝐨𝐧𝐬 𝐄𝐟𝐟𝐞𝐜𝐭𝐢𝐯𝐞𝐧𝐞𝐬𝐬

A growing international movement to protect children online is gathering",9,6,0,1,3,
2069963187064299949,Digital Restrictions for Minors,2026-06-25 09:57,Sagar KV 💙 .,@SagarVanaparthi,https://x.com/SagarVanaparthi/status/2069963187064299949,"Technology with a Purpose!

Under the leadership of TG-CSB Director Shikha Goel, Telangana Police have launched India's first sovereign AI platform, C-SIGHT, to track child abuse offenders &amp; protect children online.

The innovative system has already helped register 866 FIRs,",3,1,0,1,1,
2069896054015664585,Digital Restrictions for Minors,2026-06-25 05:30,Karla Treadway | Host Sovereign Sphere Podcast,@thesovereignceo,https://x.com/thesovereignceo/status/2069896054015664585,"Canada just passed a bill to ""protect children online.""

But there's a loophole so glaring it makes you question everything.
The minister stood at a podium and declared platforms would be held responsible for protecting kids from grooming, sexual exploitation &amp; predatory contact.",675,284,22,1,2,
2069887126750032159,Digital Restrictions for Minors,2026-06-25 04:55,Children’s Health Defense Canada 🇨🇦,@CanadaCHD,https://x.com/CanadaCHD/status/2069887126750032159,"🚨 #Canada’s “Child Safety” #BillC34 is promoted as a way to protect children online.  
But it may have far-reaching implications for privacy, parental authority, free expression &amp; government oversight.

Karla Treadway @thesovereignceo explains: 

🔗 https://t.co/kbuHVWOygk",0,0,0,1,2,
2069814168845209643,Digital Restrictions for Minors,2026-06-25 00:05,ASASIRA RITAH,@AsasiraRitah24,https://x.com/AsasiraRitah24/status/2069814168845209643,"Protect children online! AI tools enable stalking via social media patterns, while multiple avatars can hide harmful behaviors. Parents, stay alert: set accounts to private, manage locations, and discuss digital responsibility today!
#GoldenPosts @GCICUganda @UCC_ED",4,2,1,1,1,
2069783852512694590,Digital Restrictions for Minors,2026-06-24 22:04,Oleada LAUSD Parents,@OleadaParents,https://x.com/OleadaParents/status/2069783852512694590,"No confusion on this point: Screen use is still required for students at LAUSD.

And these screen time “limits” are “guidelines”. The devil is in the details. TBD. 

Source: LAUSD “Guidelines for Screen Time Policy”, approved by board June 23, 2026.",1,0,0,1,3,
2069676974159634480,Digital Restrictions for Minors,2026-06-24 15:00,EPP Group,@EPPGroup,https://x.com/EPPGroup/status/2069676974159634480,"‼️ Close the legal gap.
‼️ Protect children, not predators.

Since 3 April, there has been a major legal gap in protecting children from online sexual abuse. 

This is what we are missing:
◼️38 reports every minute
◼️54,795 reports every day
◼️20 million reports every year

We",7,2,3,1,2,
2069578775767998567,Digital Restrictions for Minors,2026-06-24 08:30,EdSource,@EdSource,https://x.com/EdSource/status/2069578775767998567,"Los Angeles Unified approves screen time policy for next school year 

LEARN MORE: https://t.co/e8UIQOHUpk",2,0,0,1,3,
2069554223717691504,Digital Restrictions for Minors,2026-06-24 06:52,Merida (COMMISSION OPEN),@Meridaladida,https://x.com/Meridaladida/status/2069554223717691504,"That's why you see this attempt at surveillance under the guise of ""protect children online"" is being pushed vigorously, the ""chosen people"" need you to submit your ID so it can shut you up easier.",9,3,0,0,,
2069528637326721064,Digital Restrictions for Minors,2026-06-24 05:10,Senate Judiciary Republicans,@SenJudiciaryGOP,https://x.com/SenJudiciaryGOP/status/2069528637326721064,"On Social Media Harms Victim Remembrance Day, we remember the lives lost, stand with the families impacted and renew our commitment to creating a safer digital space. 📲

Chairman @ChuckGrassley’s bipartisan James T. Woods Act would protect children online and hold criminals",1,2,1,1,1,
2069524525423706579,Digital Restrictions for Minors,2026-06-24 04:54,Bacon 🏴󠁧󠁢󠁳󠁣󠁴󠁿,@BACON5757,https://x.com/BACON5757/status/2069524525423706579,"@TavosCheetah This is how I feel about my gov constantly pushing legislation to ""protect children online"" when it's really just a way of building a mass surveillance network",1,0,0,0,,
2069494864656338972,Digital Restrictions for Minors,2026-06-24 02:56,Ed Markey,@SenMarkey,https://x.com/SenMarkey/status/2069494864656338972,"On Social Media Victims Remembrance Day we reflect on the thousands of young people impacted, the lives lost, and the families who have faced what no one should have to. Their stories remind me every day why I keep fighting to protect children online, and why we must prevail.",28,4,12,1,1,
2069467003492933824,Digital Restrictions for Minors,2026-06-24 01:05,Senator Jon Husted,@SenJonHusted,https://x.com/SenJonHusted/status/2069467003492933824,"On Social Media Harms Victim Remembrance Day, we remember the lives lost and families impacted by online dangers. 

Their stories are why I’m working on Sammy’s Law, No Fentanyl on Social Media Act, and many other bills to protect children online and hold bad actors accountable.",16,1,23,1,1,
2069449367732277745,Digital Restrictions for Minors,2026-06-23 23:55,Senator John Curtis,@SenJohnCurtis,https://x.com/SenJohnCurtis/status/2069449367732277745,"Parents deserve confidence that AI tools are not exposing their children to harmful content, fostering emotional dependence, or exploiting their personal information. Our commonsense bill would better protect children online while preserving American leadership in innovation.",18,4,34,1,1,
2069424002452410418,Digital Restrictions for Minors,2026-06-23 22:15,Andras,@AndrasCzeizel,https://x.com/AndrasCzeizel/status/2069424002452410418,"I’m a 20-year-old European founder building on the internet. 🇪🇺

And I think, one of the biggest digital policy questions of the next few years will not only be about AI.

It will be about children, social media, age verification, encryption and privacy.

And we need to be very",22,4,4,1,3,
2069239039949988055,Digital Restrictions for Minors,2026-06-23 10:00,WLOX,@WLOX,https://x.com/WLOX/status/2069239039949988055,MS Attorney General reaches agreement with Roblox in ongoing effort to protect children online,0,0,0,1,1,
2069238489476931629,Digital Restrictions for Minors,2026-06-23 09:57,The Finance Streets,@finance_streets,https://x.com/finance_streets/status/2069238489476931629,"US House committee reaches bipartisan deal on social media rules for youth 🚨

U.S. House Energy and Commerce Committee leaders said ‌in a statement on Monday they had reached a bipartisan agreement on legislation requiring social media platforms to provide safeguards and tools",1,0,0,1,1,
2069132922133622991,Digital Restrictions for Minors,2026-06-23 02:58,Ali,@aliward96,https://x.com/aliward96/status/2069132922133622991,"@leebolton73 @TC7123 How can you say that? When you decrease NHS waiting lists, bring immigration down, (slightly) improve the economy, lift children out of poverty, reform housing, strengthen workers rights and protect children online…in just 2 years, how can you hate him so much?",3,0,2,0,,
2069116882137788425,Digital Restrictions for Minors,2026-06-23 01:54,Ola,@phatrules,https://x.com/phatrules/status/2069116882137788425,My son makes this joyful noise whenever I put on the TV 😂. This “no screen time” policy his mother has been shouting about don fail oo,0,0,0,0,,
2069087775291322550,Digital Restrictions for Minors,2026-06-22 23:59,Family Policy Alliance,@family_policy,https://x.com/family_policy/status/2069087775291322550,"Every one of us has a role to play in protecting children. 
Join us as we work to protect children online through our Let Parents Parent campaign.

#protectchildren #protectkids #LetParentsParent",5,1,1,1,1,
2069057136987156889,Digital Restrictions for Minors,2026-06-22 21:57,PISSEDOFF,@pissedoff0855,https://x.com/pissedoff0855/status/2069057136987156889,"There are few easier political arguments than saying we must protect children online. Every serious parent agrees with that. Every responsible adult knows social media can be addictive, manipulative, corrosive, and, at times, deeply harmful. The platforms have designed products",0,0,0,0,,
2069035167843328198,Digital Restrictions for Minors,2026-06-22 20:29,SIIA Public Policy,@SIIAPolicy,https://x.com/SIIAPolicy/status/2069035167843328198,"SIIA joined TechNet and Engine Advocacy in filing an amicus brief urging the U.S. Supreme Court to vacate the stay allowing enforcement of Texas SB 2420.

The brief highlights how the law would impose significant compliance burdens on app developers, digital publishers, and app",0,0,0,0,,
2069029597073600688,Digital Restrictions for Minors,2026-06-22 20:07,Jas Athwal MP,@Jas_Athwal,https://x.com/Jas_Athwal/status/2069029597073600688,"Keir Starmer took Labour from division and unelectability to a party trusted to govern again.

As Prime Minister, he leaves a legacy of real progress: children lifted out of poverty, NHS waiting lists falling, stronger workers’ rights, renewed international relationships, action",29,4,5,0,,
2069008561502384434,Digital Restrictions for Minors,2026-06-22 18:44,from_the_nineties,@franznecstasy,https://x.com/franznecstasy/status/2069008561502384434,@HJB_News__ He said he wanted to protect children ONLINE! There's a nuance here.,0,0,0,0,,
2068746501468332516,Digital Restrictions for Minors,2026-06-22 01:22,BS News,@BSNewsLive,https://x.com/BSNewsLive/status/2068746501468332516,"📱 UAE sets 15 as minimum age for social media access to protect children online.

#BSNews #UAE #SocialMedia #ChildSafety",1,0,0,1,1,
2068742307680276681,Digital Restrictions for Minors,2026-06-22 01:06,Bhushan Gaikwad,@BhushGaWEsome,https://x.com/BhushGaWEsome/status/2068742307680276681,"Whittaker says business models that rely on data collection, the rise of AI assistants, &amp; even well-meaning efforts to protect children online risk undermining private communication — &amp; explains why Signal would rather leave a market than weaken encryption",0,0,0,0,,
2068662126604947546,Digital Restrictions for Minors,2026-06-21 19:47,“Mouth of a lion”,@ItsTheLastHour,https://x.com/ItsTheLastHour/status/2068662126604947546,"That’s who’s telling you he’s going to protect children online👇🏼👁️🧠

Lindsey Graham was also named in the Sascha Riley testimonies. That alone should damn him. And don’t forget who supported his reelection again 👉🏼🍊 #Pedophiles #AllOfThem",2,1,0,0,,
2068599404190204089,Digital Restrictions for Minors,2026-06-21 15:38,Joel Savage,@JOELSAVAGE1,https://x.com/JOELSAVAGE1/status/2068599404190204089,"Global leaders unite to protect #children online, strengthen safety tools, and promote digital #education for a safer,  
#ChildOnlineSafety #SaferInternet #ProtectChildren #DigitalSafety  #CyberSafety #GlobalCooperation #InternetProtection #ChildWelfare 
https://t.co/YIs5I5Xv5V",0,0,0,1,1,
2068589811191971934,Digital Restrictions for Minors,2026-06-21 15:00,EPP Group,@EPPGroup,https://x.com/EPPGroup/status/2068589811191971934,"‼️ Close the legal gap.
‼️ Protect children, not predators.

Since 3 April, there has been a major legal gap in protecting children from online sexual abuse. 

This is what we are missing:
◼️38 reports every minute
◼️54,795 reports every day
◼️20 million reports every year

We",7,3,4,1,2,
2068538836561592466,Digital Restrictions for Minors,2026-06-21 11:37,Alley Hensler,@AlleyHen,https://x.com/AlleyHen/status/2068538836561592466,Reform technology laws to protect children online - Sign the Petition! https://t.co/zu37ihL18Q via @CdnChange,0,0,0,1,1,
2067944526832975932,Digital Restrictions for Minors,2026-06-19 20:16,Saulo🇰🇪,@teeh_bag,https://x.com/teeh_bag/status/2067944526832975932,"TECH UPDATE: Kenya Joins Global Push to Make the Internet Safer for Children

The internet has opened incredible opportunities for learning, creativity, communication, and access to information. But as more children spend time online, concerns about their safety are growing just",5,0,0,1,1,
2067941543743528981,Digital Restrictions for Minors,2026-06-19 20:04,Khaleej Times,@khaleejtimes,https://x.com/khaleejtimes/status/2067941543743528981,"Over 5,000 kids, 1,000 parents: Dubai launches initiative to protect children online",7,3,1,1,1,
2067913529215033643,Digital Restrictions for Minors,2026-06-19 18:12,Asaase 99.5,@asaaseradio995,https://x.com/asaaseradio995/status/2067913529215033643,"The United Arab Emirates has introduced a minimum age of 15 for social media use, becoming the first Arab country to implement such a restriction as governments worldwide tighten rules to protect children online.

FULL STORY: https://t.co/iHmn2fBvMj

#AsaaseNews | #AsaaseDigital",4,0,0,1,1,
2067880134724509847,Digital Restrictions for Minors,2026-06-19 16:00,OECD ➡️ Better Policies for Better Lives,@OECD,https://x.com/OECD/status/2067880134724509847,"How can countries work together to make the online world safer for children? 

Join the roundtable to learn how countries can strengthen co-operation to better protect children online. 
Register here: https://t.co/wlikMRdcSg

#BetterPoliciesForBetterLives",4,5,0,1,1,
2067746480769622354,Digital Restrictions for Minors,2026-06-19 07:09,Texas Public Policy Foundation,@TPPF,https://x.com/TPPF/status/2067746480769622354,"Texas has taken big steps towards giving more power to parents and positioning Texas as a national leader in the effort to protect children online.

Now, it's time for Congress to follow the Texas approach to online child safety.",5,1,10,0,,
2067746344312471990,Digital Restrictions for Minors,2026-06-19 07:08,patrick holleran,@pat11060,https://x.com/pat11060/status/2067746344312471990,"@PaulGregor26129 These companies are almost all foreign multinationals. 
They structure their UK subsidiaries so they show almost no profit, so the UK gets very little corporation tax. 
We carry the energy, water, and land burden they extract the value.

They only create about 30-40 permanent",4,2,0,0,,
2067743366360494520,Digital Restrictions for Minors,2026-06-19 06:56,🇪🇺🇩🇪 Vera,@verachte,https://x.com/verachte/status/2067743366360494520,"They are really serious about this so we need to seriously bring in a resistance. 

Don't want Passportweb “to protect children online”",2,0,2,0,,
2067687991523606748,Digital Restrictions for Minors,2026-06-19 03:16,Catch Up,@CatchUpFeed,https://x.com/CatchUpFeed/status/2067687991523606748,The European Union is planning to introduce a passport-linked internet access system to better protect children online and intends to actively combat the use of VPNs to bypass it.,15,5,4,0,,
2067657469858357399,Digital Restrictions for Minors,2026-06-19 01:15,David Dunmoyer,@DDDunmoyer,https://x.com/DDDunmoyer/status/2067657469858357399,"As the pay to play campaign ramps up targeting the App Store accountability act federally, Texas demonstrated the law is constitutional, privacy preserving &amp; just plain common sense.

My latest on how we can empower parents to protect children online:",6,2,12,0,,
2067609404153692496,Digital Restrictions for Minors,2026-06-18 22:04,Internet Watch Foundation (IWF),@IWFhotline,https://x.com/IWFhotline/status/2067609404153692496,"Over the last ten days, our incredible supporter Alexandra Nightingale  has trekked to the summit of Mount Kilimanjaro, Africa's highest peak, to raise funds for IWF and help protect children online.

She's raised an amazing £9,500 so far, and her JustGiving page is still open if",2,0,0,0,,
2067582979409633490,Digital Restrictions for Minors,2026-06-18 20:19,The Creator Index,@TheCreatorIndex,https://x.com/TheCreatorIndex/status/2067582979409633490,"The 🇦🇪UAE has set 15 as the minimum age for social media access, joining a growing global movement to protect children online.

🇦🇺Australia already restricts access for under-16s, while the UK has announced similar measures.

Could🇮🇳India be next?⬇️",2,0,1,1,1,
2067563808344695099,Digital Restrictions for Minors,2026-06-18 19:03,Harry Uglow,@harry_uglow,https://x.com/harry_uglow/status/2067563808344695099,"Hot on the heels of announcing a ban on social media for under 16s, the UK is expected to announce a ban on VPNs next month. This is meant to protect children online, but we've been here before...

I thought I'd break down the key policies of the last 10 years, what they claimed",3,0,1,0,,
2067513961260396990,Digital Restrictions for Minors,2026-06-18 15:45,karen bruce,@karenbruce9,https://x.com/karenbruce9/status/2067513961260396990,@elonmusk Now they want to restrict VPNs under the false premise of saying they want to protect children online. If you have to prove your id when using a VPN it destroys the whole purpose of using one. Privacy online will be completely dead and we will be under constant surveillance.,2,1,3,0,,
2067287596729012345,Digital Restrictions for Minors,2026-06-18 00:45,AwakenedOutlaw⚒️,@AwakenedOutlaw,https://x.com/AwakenedOutlaw/status/2067287596729012345,"Make it make sense.

The same people comprising the UK's leadership (Starmer, etc.) who are all of a sudden going overboard on the dire need to protect children online did NOTHING to protect hundreds of thousands of children from being brutalized by rape gangs going back THIRTY",162,54,8,0,,
2067283173529002217,Digital Restrictions for Minors,2026-06-18 00:28,F🍁CK CARNEY🇨🇦,@bashscriptorz,https://x.com/bashscriptorz/status/2067283173529002217,"Whistleblowers for Freedom Advocacy of Canada
PUBLIC WARNING — The Age Verification Trap

It started in the United Kingdom. The Online Safety Act told parents it would protect children online. Nobody asked why children needed to prove their identity to access the internet.

That",35,26,2,0,,
2067251452850950447,Digital Restrictions for Minors,2026-06-17 22:22,Alexander Russo,@alexanderrusso,https://x.com/alexanderrusso/status/2067251452850950447,"""More than 900 parents in Henrico County petitioned the school board to adopt a screen time policy, and roughly 1,390 Chesterfield County parents and 160 Richmond parents asked districts to pull devices for grades K-2.""

Henrico parents urge school board to adopt new tech rules",22,3,2,0,,
2067221381771665493,Digital Restrictions for Minors,2026-06-17 20:22,The AfriChild Centre,@AfriChildCentre,https://x.com/AfriChildCentre/status/2067221381771665493,"We call on @Parliament_Ug and @UCC_Official to strengthen laws and regulations that protect children online, including age-appropriate access to social media platforms and accountability for technology companies. #ProtectChildren",5,2,1,1,1,
2067187204536037558,Digital Restrictions for Minors,2026-06-17 18:06,MediaNama,@medianama,https://x.com/medianama/status/2067187204536037558,"The UK government aims to protect children online, but its proposed social media ban for those under 16 raises a broader question: whether child safety can be enforced without turning the internet into an identity checkpoint. However, privacy advocates and platforms caution that",0,0,0,0,,
2067183502852784511,Digital Restrictions for Minors,2026-06-17 17:52,HJB News,@HJB_News__,https://x.com/HJB_News__/status/2067183502852784511,"Keir Starmer wants to protect children online but let’s not forget his party voted against a national rape gang enquiry three times. Where up to 250,000 British girls were raped by predominantly Pakistani Muslim men.",4393,1146,115,0,,
2067165565722996872,Digital Restrictions for Minors,2026-06-17 16:40,Berk,@trapdoor456,https://x.com/trapdoor456/status/2067165565722996872,"If @Keir_Starmer really wanted to protect children online, he'd get his online snoopers, sorry, task force to identify, close accounts of and jail the paedophiles using online platforms to groom kids &amp; share CP.  Instead, its an excuse to limit freedoms of 68 million British",17,8,3,0,,
2067140247121514837,Digital Restrictions for Minors,2026-06-17 15:00,EPP Group,@EPPGroup,https://x.com/EPPGroup/status/2067140247121514837,"‼️ Close the legal gap.
‼️ Protect children, not predators.

Since 3 April, there has been a major legal gap in protecting children from online sexual abuse. 

This is what we are missing:
◼️38 reports every minute
◼️54,795 reports every day
◼️20 million reports every year

We",1,0,1,1,2,
2067129618998476851,Digital Restrictions for Minors,2026-06-17 14:18,Tony Gachoka,@TonyGachok15769,https://x.com/TonyGachok15769/status/2067129618998476851,"My friend Erickson Odhiambo has raised the need for a law to be enacted to protect children online. This parliament should do some good. 

TG @KANUParty_ke 
@SGEOdhiambo",8,1,1,0,,
2066975983958143344,Digital Restrictions for Minors,2026-06-17 04:07,Rebel News Canada,@RebelNews_CA,https://x.com/RebelNews_CA/status/2066975983958143344,"Ottawa's proposed Safe Social Media Act raises fears of fines, censorship and a tech exodus 📵

The federal government's plan to fine non-compliant social media companies more than 3% of global revenue could trigger legal challenges, strain relations with the United States and",72,31,6,0,,
2066956288089559525,Digital Restrictions for Minors,2026-06-17 02:49,Alan,@A1an_M,https://x.com/A1an_M/status/2066956288089559525,"@notkatbaker We're angry about the government pretending to care about children and using them as a pretext for introducing mandatory ID for adults to use social media.

There are other, better, ways to protect children online than a blanket ban by central government.",186,15,3,0,,
2066900982215188494,Digital Restrictions for Minors,2026-06-16 23:09,Lib Dem Peers,@LibDemPeers,https://x.com/LibDemPeers/status/2066900982215188494,"""You have plans to protect children online. How about protecting them in their own homes?""

Research shows physical punishment damages children's future. Joan Walmsley challenged the government to give them the same legal protection from assault adults enjoy. 

@joan_walmsley",27,13,4,0,,
2066882168303853925,Digital Restrictions for Minors,2026-06-16 21:54,JasonTLouis,@JasonTLouis,https://x.com/JasonTLouis/status/2066882168303853925,"@brianeharrison For those under 16, the UK has not banned Discord, Kik, Omegle, YouNow, and other predatory webcam streaming sites, and messaging apps like Signal and WhatsApp. The rules are not meant to protect children online. They never were.",2,1,0,0,,
2066869697698504723,Digital Restrictions for Minors,2026-06-16 21:05,TODAY,@TODAYshow,https://x.com/TODAYshow/status/2066869697698504723,"British Prime Minister Keir Starmer has announced a sweeping ban on social media use for those under 16, joining other countries around the world seeking to protect children online.",7,3,1,0,,
2066789961093849186,Digital Restrictions for Minors,2026-06-16 15:48,Erin,@erindorgs17,https://x.com/erindorgs17/status/2066789961093849186,"Ultimately I believe it is with very rare exceptions (alcohol, smoking) not right to ban an entire group of people -by whatever demographic definition- from doing something, we should be looking at how to protect children online - and outright ban won’t work and it won’t hold.",4,0,1,0,,
2066773323271524835,Digital Restrictions for Minors,2026-06-16 14:42,91mobiles,@91mobiles,https://x.com/91mobiles/status/2066773323271524835,"The UK plans to ban under-16s from major social media (TikTok, Instagram, X) from Spring 2027 to protect children online.

- Messaging apps like WhatsApp are excluded.
- Platforms must block under-16s from livestreaming &amp; stranger contact. AI chatbots also restricted for minors.",11,3,0,1,1,
2066756083587182923,Digital Restrictions for Minors,2026-06-16 13:33,Paul Moore - Security Consultant ,@Paul_Reviews,https://x.com/Paul_Reviews/status/2066756083587182923,"Loudly: ""I'll do anything to protect children online""
Quietly: ""I'll say/do anything to convince you #digitalID is a good thing...""
Silently: ""I want to visibility into your entire life; personal messages, pictures, financial information, political persuasion. Nothing is private""",13,7,1,0,,
